"Aid_Year","Enrollment_Status","COA_Min","COA_Max","EFC_Min","EFC_Max","Pell_Amount"
"2021-2022","FULL_TIME","3600","3699","401","500","3200"
"2021-2022","FULL_TIME","3600","3699","501","600","3100"
"2021-2022","FULL_TIME","3600","3699","601","700","3000"
"2021-2022","FULL_TIME","3600","3699","701","800","2900"
"2021-2022","FULL_TIME","3600","3699","801","900","2800"
"2021-2022","FULL_TIME","3600","3699","901","1000","2700"
"2021-2022","FULL_TIME","3600","3699","1001","1100","2600"
"2021-2022","FULL_TIME","3600","3699","1101","1200","2500"
"2021-2022","FULL_TIME","3600","3699","1201","1300","2400"
"2021-2022","FULL_TIME","3600","3699","1301","1400","2300"
"2021-2022","FULL_TIME","3600","3699","1401","1500","2200"
"2021-2022","FULL_TIME","3600","3699","1501","1600","2100"
"2021-2022","FULL_TIME","3600","3699","1601","1700","2000"
"2021-2022","FULL_TIME","3600","3699","1701","1800","1900"
"2021-2022","FULL_TIME","3600","3699","1801","1900","1800"
"2021-2022","FULL_TIME","3600","3699","1901","2000","1700"
"2021-2022","FULL_TIME","3600","3699","2001","2100","1600"
"2021-2022","FULL_TIME","3600","3699","2101","2200","1500"
"2021-2022","FULL_TIME","3600","3699","2201","2300","1400"
"2021-2022","FULL_TIME","3600","3699","2301","2400","1300"
"2021-2022","FULL_TIME","3600","3699","2401","2500","1200"
"2021-2022","FULL_TIME","3600","3699","2501","2600","1100"
"2021-2022","FULL_TIME","3600","3699","2601","2700","1000"
"2021-2022","FULL_TIME","3600","3699","2701","2800","900"
"2021-2022","FULL_TIME","3600","3699","2801","2900","800"
"2021-2022","FULL_TIME","3600","3699","2901","3000","700"
"2021-2022","FULL_TIME","3700","3799","0","0","3750"
"2021-2022","FULL_TIME","3700","3799","1","100","3700"
"2021-2022","FULL_TIME","3700","3799","101","200","3600"
"2021-2022","FULL_TIME","3700","3799","201","300","3500"
"2021-2022","FULL_TIME","3700","3799","301","400","3400"
"2021-2022","FULL_TIME","3700","3799","401","500","3300"
"2021-2022","FULL_TIME","3700","3799","501","600","3200"
"2021-2022","FULL_TIME","3700","3799","601","700","3100"
"2021-2022","FULL_TIME","3700","3799","701","800","3000"
"2021-2022","FULL_TIME","3700","3799","801","900","2900"
"2021-2022","FULL_TIME","3700","3799","901","1000","2800"
"2021-2022","FULL_TIME","3700","3799","1001","1100","2700"
"2021-2022","FULL_TIME","3700","3799","1101","1200","2600"
"2021-2022","FULL_TIME","3700","3799","1201","1300","2500"
"2021-2022","FULL_TIME","3700","3799","1301","1400","2400"
"2021-2022","FULL_TIME","3700","3799","1401","1500","2300"
"2021-2022","FULL_TIME","3700","3799","1501","1600","2200"
"2021-2022","FULL_TIME","3700","3799","1601","1700","2100"
"2021-2022","FULL_TIME","3700","3799","1701","1800","2000"
"2021-2022","FULL_TIME","3700","3799","1801","1900","1900"
"2021-2022","FULL_TIME","3700","3799","1901","2000","1800"
"2021-2022","FULL_TIME","3700","3799","2001","2100","1700"
"2021-2022","FULL_TIME","3700","3799","2101","2200","1600"
"2021-2022","FULL_TIME","3700","3799","2201","2300","1500"
"2021-2022","FULL_TIME","3700","3799","2301","2400","1400"
"2021-2022","FULL_TIME","3700","3799","2401","2500","1300"
"2021-2022","FULL_TIME","3700","3799","2501","2600","1200"
"2021-2022","FULL_TIME","3700","3799","2601","2700","1100"
"2021-2022","FULL_TIME","3700","3799","2701","2800","1000"
"2021-2022","FULL_TIME","3700","3799","2801","2900","900"
"2021-2022","FULL_TIME","3700","3799","2901","3000","800"
"2021-2022","FULL_TIME","3700","3799","3001","3100","700"
"2021-2022","FULL_TIME","3800","3899","0","0","3850"
"2021-2022","FULL_TIME","3800","3899","1","100","3800"
"2021-2022","FULL_TIME","3800","3899","101","200","3700"
"2021-2022","FULL_TIME","3800","3899","201","300","3600"
"2021-2022","FULL_TIME","3800","3899","301","400","3500"
"2021-2022","FULL_TIME","3800","3899","401","500","3400"
"2021-2022","FULL_TIME","3800","3899","501","600","3300"
"2021-2022","FULL_TIME","3800","3899","601","700","3200"
"2021-2022","FULL_TIME","3800","3899","701","800","3100"
"2021-2022","FULL_TIME","3800","3899","801","900","3000"
"2021-2022","FULL_TIME","3800","3899","901","1000","2900"
"2021-2022","FULL_TIME","3800","3899","1001","1100","2800"
"2021-2022","FULL_TIME","3800","3899","1101","1200","2700"
"2021-2022","FULL_TIME","3800","3899","1201","1300","2600"
"2021-2022","FULL_TIME","3800","3899","1301","1400","2500"
"2021-2022","FULL_TIME","3800","3899","1401","1500","2400"
"2021-2022","FULL_TIME","3800","3899","1501","1600","2300"
"2021-2022","FULL_TIME","3800","3899","1601","1700","2200"
"2021-2022","FULL_TIME","3800","3899","1701","1800","2100"
"2021-2022","FULL_TIME","3800","3899","1801","1900","2000"
"2021-2022","FULL_TIME","3800","3899","1901","2000","1900"
"2021-2022","FULL_TIME","3800","3899","2001","2100","1800"
"2021-2022","FULL_TIME","3800","3899","2101","2200","1700"
"2021-2022","FULL_TIME","3800","3899","2201","2300","1600"
"2021-2022","FULL_TIME","3800","3899","2301","2400","1500"
"2021-2022","FULL_TIME","3800","3899","2401","2500","1400"
"2021-2022","FULL_TIME","3800","3899","2501","2600","1300"
"2021-2022","FULL_TIME","3800","3899","2601","2700","1200"
"2021-2022","FULL_TIME","3800","3899","2701","2800","1100"
"2021-2022","FULL_TIME","3800","3899","2801","2900","1000"
"2021-2022","FULL_TIME","3800","3899","2901","3000","900"
"2021-2022","FULL_TIME","3800","3899","3001","3100","800"
"2021-2022","FULL_TIME","3800","3899","3101","3200","700"
"2021-2022","FULL_TIME","3900","3999","0","0","3950"
"2021-2022","FULL_TIME","3900","3999","1","100","3900"
"2021-2022","FULL_TIME","3900","3999","101","200","3800"
"2021-2022","FULL_TIME","3900","3999","201","300","3700"
"2021-2022","FULL_TIME","3900","3999","301","400","3600"
"2021-2022","FULL_TIME","3900","3999","401","500","3500"
"2021-2022","FULL_TIME","3900","3999","501","600","3400"
"2021-2022","FULL_TIME","3900","3999","601","700","3300"
"2021-2022","FULL_TIME","3900","3999","701","800","3200"
"2021-2022","FULL_TIME","3900","3999","801","900","3100"
"2021-2022","FULL_TIME","3900","3999","901","1000","3000"
"2021-2022","FULL_TIME","3900","3999","1001","1100","2900"
"2021-2022","FULL_TIME","3900","3999","1101","1200","2800"
"2021-2022","FULL_TIME","3900","3999","1201","1300","2700"
"2021-2022","FULL_TIME","3900","3999","1301","1400","2600"
"2021-2022","FULL_TIME","3900","3999","1401","1500","2500"
"2021-2022","FULL_TIME","3900","3999","1501","1600","2400"
"2021-2022","FULL_TIME","3900","3999","1601","1700","2300"
"2021-2022","FULL_TIME","3900","3999","1701","1800","2200"
"2021-2022","FULL_TIME","3900","3999","1801","1900","2100"
"2021-2022","FULL_TIME","3900","3999","1901","2000","2000"
"2021-2022","FULL_TIME","3900","3999","2001","2100","1900"
"2021-2022","FULL_TIME","3900","3999","2101","2200","1800"
"2021-2022","FULL_TIME","3900","3999","2201","2300","1700"
"2021-2022","FULL_TIME","3900","3999","2301","2400","1600"
"2021-2022","FULL_TIME","3900","3999","2401","2500","1500"
"2021-2022","FULL_TIME","3900","3999","2501","2600","1400"
"2021-2022","FULL_TIME","3900","3999","2601","2700","1300"
"2021-2022","FULL_TIME","3900","3999","2701","2800","1200"
"2021-2022","FULL_TIME","3900","3999","2801","2900","1100"
"2021-2022","FULL_TIME","3900","3999","2901","3000","1000"
"2021-2022","FULL_TIME","3900","3999","3001","3100","900"
"2021-2022","FULL_TIME","3900","3999","3101","3200","800"
"2021-2022","FULL_TIME","3900","3999","3201","3300","700"
"2021-2022","FULL_TIME","4000","4099","0","0","4050"
"2021-2022","FULL_TIME","4000","4099","1","100","4000"
"2021-2022","FULL_TIME","4000","4099","101","200","3900"
"2021-2022","FULL_TIME","4000","4099","201","300","3800"
"2021-2022","FULL_TIME","4000","4099","301","400","3700"
"2021-2022","FULL_TIME","4000","4099","401","500","3600"
"2021-2022","FULL_TIME","4000","4099","501","600","3500"
"2021-2022","FULL_TIME","4000","4099","601","700","3400"
"2021-2022","FULL_TIME","4000","4099","701","800","3300"
"2021-2022","FULL_TIME","4000","4099","801","900","3200"
"2021-2022","FULL_TIME","4000","4099","901","1000","3100"
"2021-2022","FULL_TIME","4000","4099","1001","1100","3000"
"2021-2022","FULL_TIME","4000","4099","1101","1200","2900"
"2021-2022","FULL_TIME","4000","4099","1201","1300","2800"
"2021-2022","FULL_TIME","4000","4099","1301","1400","2700"
"2021-2022","FULL_TIME","4000","4099","1401","1500","2600"
"2021-2022","FULL_TIME","4000","4099","1501","1600","2500"
"2021-2022","FULL_TIME","4000","4099","1601","1700","2400"
"2021-2022","FULL_TIME","4000","4099","1701","1800","2300"
"2021-2022","FULL_TIME","4000","4099","1801","1900","2200"
"2021-2022","FULL_TIME","4000","4099","1901","2000","2100"
"2021-2022","FULL_TIME","4000","4099","2001","2100","2000"
"2021-2022","FULL_TIME","4000","4099","2101","2200","1900"
"2021-2022","FULL_TIME","4000","4099","2201","2300","1800"
"2021-2022","FULL_TIME","4000","4099","2301","2400","1700"
"2021-2022","FULL_TIME","4000","4099","2401","2500","1600"
"2021-2022","FULL_TIME","4000","4099","2501","2600","1500"
"2021-2022","FULL_TIME","4000","4099","2601","2700","1400"
"2021-2022","FULL_TIME","4000","4099","2701","2800","1300"
"2021-2022","FULL_TIME","4000","4099","2801","2900","1200"
"2021-2022","FULL_TIME","4000","4099","2901","3000","1100"
"2021-2022","FULL_TIME","4000","4099","3001","3100","1000"
"2021-2022","FULL_TIME","4000","4099","3101","3200","900"
"2021-2022","FULL_TIME","4000","4099","3201","3300","800"
"2021-2022","FULL_TIME","4000","4099","3301","3400","700"
"2021-2022","FULL_TIME","4100","4199","0","0","4150"
"2021-2022","FULL_TIME","4100","4199","1","100","4100"
"2021-2022","FULL_TIME","4100","4199","101","200","4000"
"2021-2022","FULL_TIME","4100","4199","201","300","3900"
"2021-2022","FULL_TIME","4100","4199","301","400","3800"
"2021-2022","FULL_TIME","4100","4199","401","500","3700"
"2021-2022","FULL_TIME","4100","4199","501","600","3600"
"2021-2022","FULL_TIME","4100","4199","601","700","3500"
"2021-2022","FULL_TIME","4100","4199","701","800","3400"
"2021-2022","FULL_TIME","4100","4199","801","900","3300"
"2021-2022","FULL_TIME","4100","4199","901","1000","3200"
"2021-2022","FULL_TIME","4100","4199","1001","1100","3100"
"2021-2022","FULL_TIME","4100","4199","1101","1200","3000"
"2021-2022","FULL_TIME","4100","4199","1201","1300","2900"
"2021-2022","FULL_TIME","4100","4199","1301","1400","2800"
"2021-2022","FULL_TIME","4100","4199","1401","1500","2700"
"2021-2022","FULL_TIME","4100","4199","1501","1600","2600"
"2021-2022","FULL_TIME","4100","4199","1601","1700","2500"
"2021-2022","FULL_TIME","4100","4199","1701","1800","2400"
"2021-2022","FULL_TIME","4100","4199","1801","1900","2300"
"2021-2022","FULL_TIME","4100","4199","1901","2000","2200"
"2021-2022","FULL_TIME","4100","4199","2001","2100","2100"
"2021-2022","FULL_TIME","4100","4199","2101","2200","2000"
"2021-2022","FULL_TIME","4100","4199","2201","2300","1900"
"2021-2022","FULL_TIME","4100","4199","2301","2400","1800"
"2021-2022","FULL_TIME","4100","4199","2401","2500","1700"
"2021-2022","FULL_TIME","4100","4199","2501","2600","1600"
"2021-2022","FULL_TIME","4100","4199","2601","2700","1500"
"2021-2022","FULL_TIME","4100","4199","2701","2800","1400"
"2021-2022","FULL_TIME","4100","4199","2801","2900","1300"
"2021-2022","FULL_TIME","4100","4199","2901","3000","1200"
"2021-2022","FULL_TIME","4100","4199","3001","3100","1100"
"2021-2022","FULL_TIME","4100","4199","3101","3200","1000"
"2021-2022","FULL_TIME","4100","4199","3201","3300","900"
"2021-2022","FULL_TIME","4100","4199","3301","3400","800"
"2021-2022","FULL_TIME","4100","4199","3401","3500","700"
"2021-2022","FULL_TIME","4200","4299","0","0","4250"
"2021-2022","FULL_TIME","4200","4299","1","100","4200"
"2021-2022","FULL_TIME","4200","4299","101","200","4100"
"2021-2022","FULL_TIME","4200","4299","201","300","4000"
"2021-2022","FULL_TIME","4200","4299","301","400","3900"
"2021-2022","FULL_TIME","4200","4299","401","500","3800"
"2021-2022","FULL_TIME","4200","4299","501","600","3700"
"2021-2022","FULL_TIME","4200","4299","601","700","3600"
"2021-2022","FULL_TIME","4200","4299","701","800","3500"
"2021-2022","FULL_TIME","4200","4299","801","900","3400"
"2021-2022","FULL_TIME","4200","4299","901","1000","3300"
"2021-2022","FULL_TIME","4200","4299","1001","1100","3200"
"2021-2022","FULL_TIME","4200","4299","1101","1200","3100"
"2021-2022","FULL_TIME","4200","4299","1201","1300","3000"
"2021-2022","FULL_TIME","4200","4299","1301","1400","2900"
"2021-2022","FULL_TIME","4200","4299","1401","1500","2800"
"2021-2022","FULL_TIME","4200","4299","1501","1600","2700"
"2021-2022","FULL_TIME","4200","4299","1601","1700","2600"
"2021-2022","FULL_TIME","4200","4299","1701","1800","2500"
"2021-2022","FULL_TIME","4200","4299","1801","1900","2400"
"2021-2022","FULL_TIME","4200","4299","1901","2000","2300"
"2021-2022","FULL_TIME","4200","4299","2001","2100","2200"
"2021-2022","FULL_TIME","4200","4299","2101","2200","2100"
"2021-2022","FULL_TIME","4200","4299","2201","2300","2000"
"2021-2022","FULL_TIME","4200","4299","2301","2400","1900"
"2021-2022","FULL_TIME","4200","4299","2401","2500","1800"
"2021-2022","FULL_TIME","4200","4299","2501","2600","1700"
"2021-2022","FULL_TIME","4200","4299","2601","2700","1600"
"2021-2022","FULL_TIME","4200","4299","2701","2800","1500"
"2021-2022","FULL_TIME","4200","4299","2801","2900","1400"
"2021-2022","FULL_TIME","4200","4299","2901","3000","1300"
"2021-2022","FULL_TIME","4200","4299","3001","3100","1200"
"2021-2022","FULL_TIME","4200","4299","3101","3200","1100"
"2021-2022","FULL_TIME","4200","4299","3201","3300","1000"
"2021-2022","FULL_TIME","4200","4299","3301","3400","900"
"2021-2022","FULL_TIME","4200","4299","3401","3500","800"
"2021-2022","FULL_TIME","4200","4299","3501","3600","700"
"2021-2022","FULL_TIME","4300","4399","0","0","4350"
"2021-2022","FULL_TIME","4300","4399","1","100","4300"
"2021-2022","FULL_TIME","4300","4399","101","200","4200"
"2021-2022","FULL_TIME","4300","4399","201","300","4100"
"2021-2022","FULL_TIME","4300","4399","301","400","4000"
"2021-2022","FULL_TIME","4300","4399","401","500","3900"
"2021-2022","FULL_TIME","4300","4399","501","600","3800"
"2021-2022","FULL_TIME","4300","4399","601","700","3700"
"2021-2022","FULL_TIME","4300","4399","701","800","3600"
"2021-2022","FULL_TIME","4300","4399","801","900","3500"
"2021-2022","FULL_TIME","4300","4399","901","1000","3400"
"2021-2022","FULL_TIME","4300","4399","1001","1100","3300"
"2021-2022","FULL_TIME","4300","4399","1101","1200","3200"
"2021-2022","FULL_TIME","4300","4399","1201","1300","3100"
"2021-2022","FULL_TIME","4300","4399","1301","1400","3000"
"2021-2022","FULL_TIME","4300","4399","1401","1500","2900"
"2021-2022","FULL_TIME","4300","4399","1501","1600","2800"
"2021-2022","FULL_TIME","4300","4399","1601","1700","2700"
"2021-2022","FULL_TIME","4300","4399","1701","1800","2600"
"2021-2022","FULL_TIME","4300","4399","1801","1900","2500"
"2021-2022","FULL_TIME","4300","4399","1901","2000","2400"
"2021-2022","FULL_TIME","4300","4399","2001","2100","2300"
"2021-2022","FULL_TIME","4300","4399","2101","2200","2200"
"2021-2022","FULL_TIME","4300","4399","2201","2300","2100"
"2021-2022","FULL_TIME","4300","4399","2301","2400","2000"
"2021-2022","FULL_TIME","4300","4399","2401","2500","1900"
"2021-2022","FULL_TIME","4300","4399","2501","2600","1800"
"2021-2022","FULL_TIME","4300","4399","2601","2700","1700"
"2021-2022","FULL_TIME","4300","4399","2701","2800","1600"
"2021-2022","FULL_TIME","4300","4399","2801","2900","1500"
"2021-2022","FULL_TIME","4300","4399","2901","3000","1400"
"2021-2022","FULL_TIME","4300","4399","3001","3100","1300"
"2021-2022","FULL_TIME","4300","4399","3101","3200","1200"
"2021-2022","FULL_TIME","4300","4399","3201","3300","1100"
"2021-2022","FULL_TIME","4300","4399","3301","3400","1000"
"2021-2022","FULL_TIME","4300","4399","3401","3500","900"
"2021-2022","FULL_TIME","4300","4399","3501","3600","800"
"2021-2022","FULL_TIME","4300","4399","3601","3700","700"
"2021-2022","FULL_TIME","4400","4499","0","0","4450"
"2021-2022","FULL_TIME","4400","4499","1","100","4400"
"2021-2022","FULL_TIME","4400","4499","101","200","4300"
"2021-2022","FULL_TIME","4400","4499","201","300","4200"
"2021-2022","FULL_TIME","4400","4499","301","400","4100"
"2021-2022","FULL_TIME","4400","4499","401","500","4000"
"2021-2022","FULL_TIME","4400","4499","501","600","3900"
"2021-2022","FULL_TIME","4400","4499","601","700","3800"
"2021-2022","FULL_TIME","4400","4499","701","800","3700"
"2021-2022","FULL_TIME","4400","4499","801","900","3600"
"2021-2022","FULL_TIME","4400","4499","901","1000","3500"
"2021-2022","FULL_TIME","4400","4499","1001","1100","3400"
"2021-2022","FULL_TIME","4400","4499","1101","1200","3300"
"2021-2022","FULL_TIME","4400","4499","1201","1300","3200"
"2021-2022","FULL_TIME","4400","4499","1301","1400","3100"
"2021-2022","FULL_TIME","4400","4499","1401","1500","3000"
"2021-2022","FULL_TIME","4400","4499","1501","1600","2900"
"2021-2022","FULL_TIME","4400","4499","1601","1700","2800"
"2021-2022","FULL_TIME","4400","4499","1701","1800","2700"
"2021-2022","FULL_TIME","4400","4499","1801","1900","2600"
"2021-2022","FULL_TIME","4400","4499","1901","2000","2500"
"2021-2022","FULL_TIME","4400","4499","2001","2100","2400"
"2021-2022","FULL_TIME","4400","4499","2101","2200","2300"
"2021-2022","FULL_TIME","4400","4499","2201","2300","2200"
"2021-2022","FULL_TIME","4400","4499","2301","2400","2100"
"2021-2022","FULL_TIME","4400","4499","2401","2500","2000"
"2021-2022","FULL_TIME","4400","4499","2501","2600","1900"
"2021-2022","FULL_TIME","4400","4499","2601","2700","1800"
"2021-2022","FULL_TIME","4400","4499","2701","2800","1700"
"2021-2022","FULL_TIME","4400","4499","2801","2900","1600"
"2021-2022","FULL_TIME","4400","4499","2901","3000","1500"
"2021-2022","FULL_TIME","4400","4499","3001","3100","1400"
"2021-2022","FULL_TIME","4400","4499","3101","3200","1300"
"2021-2022","FULL_TIME","4400","4499","3201","3300","1200"
"2021-2022","FULL_TIME","4400","4499","3301","3400","1100"
"2021-2022","FULL_TIME","4400","4499","3401","3500","1000"
"2021-2022","FULL_TIME","4400","4499","3501","3600","900"
"2021-2022","FULL_TIME","4400","4499","3601","3700","800"
"2021-2022","FULL_TIME","4400","4499","3701","3800","700"
